description_en	spell_ids	description_zh
Permanently enchant a cloak to increase Agility by 12.  Requires a level 35 or higher item.	34004	
Permanently enchant a cloak to increase arcane resistance by 15.  Requires a level 35 or higher item.	34005	
Permanently enchant a cloak to increase shadow resistance by 15.  Requires a level 35 or higher item.	34006	
Permanently enchant boots to give a minor movement speed increase and increase Agility by 6.  Requires a level 35 or higher item.	34007	
Permanently enchant boots to give a minor movement speed increase and increase Stamina by 9.  Requires a level 35 or higher item.	34008	
Permanently enchant a shield to increase Stamina by 18.  Requires a level 35 or higher item.	34009	
Give the command to kill, causing your pet to instantly attack for an additional $34027s1 damage.  Can only be used after the Hunter lands a critical strike on the target.	34026	
The hunter takes on the aspects of a viper, regenerating mana equal to up to $s1% of $ghis:her; Intellect plus $s2% of $ghis:her; level every 5 sec.  The lower the hunter's current mana, the more mana will be regenerated.  Only one Aspect can be active at a time.	34074	
A steady shot that causes base weapon damage plus ${$RAP*0.2+$m1}.  Causes an additional $s2 against Dazed targets.	34120	
Increases your total Spirit by $s1%.	34151,34152,34153,44397,44398,44399	
Increases chance to critically hit and reduces the mana cost of all Fire spells by an additional $s1%.	34293,34295,34296	
Your Leader of the Pack ability also causes affected targets to have a $s2% chance to heal themselves for $s1% of their total health when they critically hit with a melee or ranged attack.  The healing effect cannot occur more than once every 6 sec.	34297,34300	
Your Leader of the Pack ability also causes affected targets to have a 100% chance to heal themselves for a percentage of their total health when they critically hit with a melee or ranged attack.  The healing effect cannot occur more than once every 6 sec.	34299	
Summons and dismisses a rideable Brown Elekk. This mount increases speed depending on your Riding Skill.	34406	
Summons and dismisses a rideable Great Elite Elekk.   This mount increases speed depending on your Riding Skill.	34407	
Instantly attacks with both weapons for an additional $34414s1 with each weapon.  Damage is increased by 50% against Poisoned targets.  Awards 2 combo points.	34411	
Instantly attacks with both weapons for an additional $34416s1 with each weapon.  Damage is increased by 50% against Poisoned targets.  Awards 2 combo points.	34412	
Instantly attacks with both weapons for an additional $34419s1 with each weapon.  Damage is increased by 50% against Poisoned targets.  Awards 2 combo points.	34413	
Instantly attack the target causing ${$AP*$m1/100} damage.  Can only be used within $32216d after you kill an enemy that yields experience or honor.  Damage is based on your attack power.	34428	
Creates a shadowy fiend to attack the target.  Caster receives mana when the Shadowfiend deals damage.  Lasts $d.	34433	
Increases your speed while mounted by $s1% and your pet's chance to hit by $s2%.  The mounted movement speed increase does not stack with other effects.	34453,34454	
When your pet scores a critical hit, all party and raid members within $34456a1 yards have all their damage increased by $s2% for $34456d.	34455,34459,34460,75446,75447,75593	
Increases your chance to dodge by $s1% and your pet's chance to dodge by an additional $s2%.	34462,34464,34465	
Increases ranged combat attack speed by $s1% and your pet's melee attack speed by $s2%.	34466,34467,34468,34469,34470	
When your pet is under the effects of Bestial Wrath, you also go into a rage causing $34471s2% additional damage and reducing mana costs of all spells by $34471s1% for $34471d.  While enraged, you do not feel pity or remorse or fear and you cannot be stopped unless killed.	34471,34692	
Increases your total Agility by $s1% and your total Intellect by $s2%.	34475,34476	
Threat caused by your next 3 attacks is redirected to the target raid member.  Caster and target can only be affected by one Misdirection spell at a time.  Effect lasts $d.	34477	
Increases your ranged attack power by an amount equal to $s1% of your total Intellect.	34482,34483,34484	
Increases your ranged attack power by $s1%.	34485,34486,34487,34488,34489	
A shot that deals $s1% weapon damage and Silences the target for $d.	34490	
Reduces the mana cost of all traps and melee abilities by $s1% and reduces the cooldown of all traps by $/1000;s2 sec.	34491,34492,34493	
Reduces all damage taken by $s1% and increases attack power by $s2%.	34494,34496	
Gives you a $s1% chance to regain 40% of the mana cost of any shot when it critically hits.	34497,34498,34499	
Your ranged criticals have a $h% chance to apply an Expose Weakness effect to the target. Expose Weakness increases the attack power of all attackers against that target by $34501s1% of your Agility for $34501d.	34500,34502,34503	
Your successful ranged attacks have a $h% chance to increase your critical strike chance with all attacks by $34833s1% for $34833d.	34506	
Your successful ranged attacks have a $h% chance to increase your critical strike chance with all attacks by $34834s1% for $34834d.	34507	
Your successful ranged attacks have a $h% chance to increase your critical strike chance with all attacks by $34835s1% for $34835d.	34508	
Place a trap that will release several venomous snakes to attack the first enemy to approach.  The snakes will die after $45145d.  Trap will exist for $d.  Only one trap can be active at a time.	34600	
Gives you a $h% chance to enter a Clearcasting state after casting any Flash Heal, Binding Heal, or Greater Heal spell.  The Clearcasting state reduces the mana cost of your next Flash Heal, Binding Heal, or Greater Heal spell by $34754s1%.	34753,34859,34860	
Summons and dismisses a rideable Dark War Talbuk.   This mount increases speed depending on your Riding Skill.	34790	
Summons and dismisses a rideable Red Hawkstrider. This mount increases speed depending on your Riding Skill.	34795	
Your successful ranged attacks have a $h% chance to increase your critical strike chance with all attacks by $34836s1% for $34836d.	34838	
Your successful ranged attacks have a $h% chance to increase your critical strike chance with all attacks by $34837s1% for $34837d.	34839	
Heals friendly target and that target's party members within $84587a1 yards of the target for $84587s1.	34861	
Heals friendly target and that target's party members within $84588a1 yards of the target for $84588s1.	34863	
Heals friendly target and that target's party members within $84589a1 yards of the target for $84589s1.	34864	
Heals friendly target and that target's party members within $84590a1 yards of the target for $84590s1.	34865	
Heals friendly target and that target's party members within $84591a1 yards of the target for $84591s1.	34866	
Targets in a cone in front of the caster take ${$m1*3} Fire damage over $d.	34889,35323	
Summons and dismisses a rideable Cobalt War Talbuk.   This mount increases speed depending on your Riding Skill.	34896	
Summons and dismisses a rideable White War Talbuk.   This mount increases speed depending on your Riding Skill.	34897	
Summons and dismisses a rideable Silver War Talbuk.   This mount increases speed depending on your Riding Skill.	34898	
Summons and dismisses a rideable Tan War Talbuk.   This mount increases speed depending on your Riding Skill.	34899	
Increases your total Stamina, Intellect and Spirit by $s1%.	34908,34909,34910,34911,34912	
Causes $34913s1 Fire damage when hit, increases your chance to critically hit with spells by $30482s3% of your Spirit, and reduces the chance you are critically hit by $30482s2%.  Only one type of Armor spell can be active on the Mage at any time.  Lasts $30482d.	34913	
Causes $o2 Shadow damage over $d to your target and causes all party members to gain mana equal to $s1% of any Shadow spell damage you deal.	34914,34916,34917	
Causes Shadow damage to your target and causes all party members to gain mana equal to a percentage of any Shadow spell damage you deal.	34919	
Increases your critical strike chance with spells by an additional $s2% and gives you a $h% chance when hit by a physical attack to reduce the cast time of your next Shadow Bolt or Incinerate spell by $34936s1%.  This effect lasts $34936d and will not occur more than once every 8 seconds.	34935,34938,34939	
Reduces the cooldown of your Rapid Fire ability by $/60000;s2 min.  In addition, after killing an opponent that yields experience or honor, your next Aimed Shot, Arcane Shot or Auto Shot causes $35098s1% additional damage.  Lasts $35098d.	34948	
Reduces the cooldown of your Rapid Fire ability by $/60000;s2 min.  In addition, after killing an opponent that yields experience or honor, your next Aimed Shot, Arcane Shot or Auto Shot causes $35099s1% additional damage.  Lasts $35099d.	34949	
Your ranged critical hits cause your pet to generate $34952s1 Focus.	34950	
Your ranged critical hits cause your pet to generate $34953s1 Focus.	34954	
Summons and dismisses a rideable Purple Hawkstrider. This mount increases speed depending on your Riding Skill.	35018	
Summons and dismisses a rideable Blue Hawkstrider. This mount increases speed depending on your Riding Skill.	35020	
