description_en	description_zh
Affixes your one-handed rune weapon with a rune that increases Parry chance by 2% and reduces the duration of Disarm effects by $43588s1%.  Modifying your rune weapon requires a Rune Forge in Ebon Hold.	在你的单手符文武器上刻写一枚符文，使招架几率提高2%，并使缴械效果的持续时间缩短$43588s1%。在黑锋要塞的符文熔炉处可以进行符文武器的修改。
Affixes your one-handed rune weapon with a rune that deflects $54449s1% of all spell damage and reduces the duration of Silence effects by $60209s1% (not cumulative with additional Silence duration reduction).  Modifying your rune weapon requires a Rune Forge in Ebon Hold.	在你的单手符文武器上刻写一枚符文，使你反射$54449s1%的所有法术伤害，并使沉默效果的持续时间缩短$60209s1%（该效果不与其他缩短沉默持续时间的效果叠加）。在黑锋要塞的符文熔炉处可以进行符文武器的修改。
Damage dealt by Death Knight, Hunter and Warlock pets increased by $s1%.	死亡骑士、猎人和术士的宠物造成的伤害提高$s1%。
Increases the target's chance to critically hit with spells by $s1%.  When the target critically hits the caster's chance to critically hit with spells is increased by $54648s1% for $54648d.  Cannot be cast on self.	使目标的法术暴击几率提高$s1%。当目标造成法术暴击时，施法者的法术暴击几率提高$54648s1%，持续$54648d。无法对自己施放。
Increases the target's chance to critically hit with spells by $s1%.  When the target critically hits the caster's chance to critically hit with spells is increased.	使目标的法术暴击几率提高$s1%。当目标造成法术暴击时，提高施法者的法术暴击几率。
Increases the critical strike chance of your Fire Blast, Scorch, Arcane Blast and Cone of Cold spells by $s1%.	使你的火焰冲击、灼烧、奥术冲击和冰锥术的暴击几率提高$s1%。
Permanently attaches a high-powered device to your belt, allowing you to confuse nearby mechanicals.  Only a skilled engineer can activate the modified belt.\n\nCan only be attached to your own belt, and doing so causes the belt to become soulbound.	永久性地在腰带上加装一个高功率装置，使你可以干扰附近的机械生物。只有资深工程师才能激活这种改造过的腰带。\n\n只能加装在你自己的腰带上，且加装后腰带会变为灵魂绑定。
Your damaging Blast Wave and Dragon's Breath spells have a chance to make your next Flamestrike spell instant cast and cost no mana.	你造成伤害的冲击波和龙息术有一定几率使你的下一个烈焰风暴变为瞬发，且不消耗法力值。
When Interrupted or Silenced you have a chance to become immune to the next Interrupt or Silence effect.  Lasts $54748d.	当被打断或被沉默时，你有一定几率对下一次打断或沉默效果免疫。持续$54748d。
Heals a friendly target for 50% of Rejuvenation.	为友方目标恢复生命值，数值相当于回春术的50%。
Charge an enemy, stunning it for $60995d.	向敌人冲锋，使其昏迷$60995d。
Attach a miniaturized explosive assembly to your belt, allowing you to detach and throw a Cobalt Frag Bomb every 6 minutes.	在腰带上加装一套微型炸弹组件，使你每6分钟可以拆卸并投掷一枚钴蓝破片炸弹。
Heals for 10% of the value of Holy Light.	恢复生命值，数值相当于圣光术的10%。
Permanently attaches a hand-mounted pyro rocket launcher to your gloves, allowing a skilled engineer to deal $54757s1 Fire damage to an enemy at long range.  The rocket can only be fired once every 45 sec.\n\nCan only be used on the engineer's gloves, and doing so will cause them to become soulbound.	永久性地在手套上加装一个手持式烟火火箭发射器，使资深工程师能够对远处的敌人造成$54757s1点火焰伤害。火箭每45秒只能发射一次。\n\n只能加装在工程师自己的手套上，且加装后手套会变为灵魂绑定。
Permanently attaches hyperspeed accelerators to a pair of gloves, allowing a skilled engineer to increase their haste rating by $54758s1 for $54758d.  The gloves can only be activated every minute.	在手套上永久加装超级加速器。资深工程师可以利用它使急速等级提高$54758s1，持续$54758d。手套每分钟只能激活一次。
Permanently attaches a flexweave underlay to a cloak, increasing Agility by 23 and allowing you to turn the cloak into a parachute to fall slowly for $55001d.\n\nThe cloak can only be used once a minute and requires an Engineering skill of at least 350.	永久性地在披风上加装一层弹性编织内衬，使敏捷提高23点，并允许你将披风变成降落伞，缓降持续$55001d。\n\n该效果每分钟只能使用一次，且需要至少350点的工程学技能。
Permanently attaches overpowered nitro boosts to a pair of boots, increasing your critical strike rating by 24 and allowing you to greatly increase run speed for $54861d.\n\nThe nitro boosts can only be activated every 3 minutes and require an Engineering skill of at least 400.	永久性地在靴子上加装强力硝基推进器，使你的爆击等级提高24点，并允许你大幅提高移动速度，持续$54861d。\n\n硝基推进器每3分钟只能激活一次，且需要至少400点的工程学技能。
Increases the range of your Icy Touch,  Chains of Ice and Howling Blast by $s1 yards.	使你的冰冷触摸、寒冰锁链和凛冽寒风的射程延长$s1码。
Increases the range of your Icy Touch, Chains of Ice and Howling Blast by $s1 yards.	使你的冰冷触摸、寒冰锁链和凛冽寒风的射程延长$s1码。
Right Click to summon and dismiss Mr. Chilly.	右键点击召唤或解散冷冷先生。
Reduces the cooldown of your Frost Nova, Cone of Cold, Ice Block and Icy Veins spells by $s1%.	使你的霜冻新星、冰锥术、寒冰屏障和冰冷血脉法术的冷却时间缩短$s1%。
Allows the miner to smelt a titanium bar and eternal elements into a titansteel bar.  Requires a forge.	允许采矿者将泰坦神铁锭和永恒元素熔炼成泰坦精钢锭。需要熔炉。
Allows the miner to smelt 2 titanium ore into a titanium bar.   Requires a forge.	允许采矿者将2块泰坦神铁矿石熔炼成泰坦神铁锭。需要熔炉。
Whenever your Blood Runes are on cooldown, you gain the Blade Barrier effect, which decreases damage taken by $64858s1% for the next $64858d.	当你的鲜血符文处于冷却状态时，你获得大剑屏障效果，使受到的所有伤害降低$64858s1%，持续$64858d。
Whenever your Blood Runes are on cooldown, you gain the Blade Barrier effect, which decreases damage taken by $64859s1% for the next $64859d.	当你的鲜血符文处于冷却状态时，你获得大剑屏障效果，使受到的所有伤害降低$64859s1%，持续$64859d。
Temporarily grants the Death Knight $s2% of maximum health and increases the amount of health generated through spells and effects by $s1% for $d.  After the effect expires, the health is lost.	暂时赋予死亡骑士最大生命值的$s2%，并使通过法术和效果产生的生命回复提高$s1%，持续$d。效果结束后，增加的生命值会消失。
Creates $<images> copies of the caster nearby, which cast spells and attack the mage's enemies.  Lasts $55342d.	在施法者附近制造$<images>个镜像，它们会施方法术并攻击法师的敌人。持续$55342d。
The target becomes a Living Bomb, taking $o1 Fire damage over $d.  After $d or when the spell is dispelled, the target explodes dealing $55361s1 Fire damage to all enemies within $55361a1 yards.	目标变成一颗活体炸弹，在$d内受到$o1点火焰伤害。$d后或当法术被驱散时，目标会爆炸，对$55361a1码范围内的所有敌人造成$55361s1点火焰伤害。
The target becomes a Living Bomb, taking $o1 Fire damage over $d.  After $d or when the spell is dispelled, the target explodes dealing $55362s1 Fire damage to all enemies within $55362a1 yards.	目标变成一颗活体炸弹，在$d内受到$o1点火焰伤害。$d后或当法术被驱散时，目标会爆炸，对$55362a1码范围内的所有敌人造成$55362s1点火焰伤害。
The target becomes a Living Bomb, taking $55359o1 Fire damage over $55359d.  After $55359d or when the spell is dispelled, the target explodes dealing $55361s1 Fire damage to all enemies within $55361a1 yards.	目标变成一颗活体炸弹，在$55359d内受到$55359o1点火焰伤害。$55359d后或当法术被驱散时，目标会爆炸，对$55361a1码范围内的所有敌人造成$55361s1点火焰伤害。
The target becomes a Living Bomb, taking $55360o1 Fire damage over $55360d.  After $55360d or when the spell is dispelled, the target explodes dealing $55362s1 Fire damage to all enemies within $55362a1 yards.	目标变成一颗活体炸弹，在$55360d内受到$55360o1点火焰伤害。$55360d后或当法术被驱散时，目标会爆炸，对$55362a1码范围内的所有敌人造成$55362s1点火焰伤害。
Rides and parks a badass Mechano-hog.  This is a very fast set of wheels. This mount increases speed depending on your Riding Skill.	驾驶一辆帅气的机械路霸。这可是非常快的交通工具。这种坐骑的移动速度取决于你的骑术等级。
Heals a friendly target.	治疗一个友方目标。
Increases melee, ranged, and spell casting speed by $s1% for all party and raid members.  Lasts $d.\n\nAllies receiving this effect will become Exhausted and unable to benefit from Heroism or Bloodlust again for 10 min.	使所有小队和团队成员的近战、远程和施法速度提高$s1%，持续$d。\n\n获得此效果的盟友会变得力竭，在10分钟内无法再次获得英勇或嗜血效果。
Finishing move that consumes your Deadly Poison doses on the target and deals instant poison damage. One dose is consumed for each combo point.  Following the attack you have an additional $s3% chance to apply poisons for 1 sec per dose:\n  1 dose:  ${$m2*1+$AP*0.03} damage\n  2 doses: ${$m2*2+$AP*0.06} damage\n  3 doses: ${$m2*3+$AP*0.09} damage\n  4 doses: ${$m2*4+$AP*0.12} damage\n  5 doses: ${$m2*5+$AP*0.15} damage	终结技，消耗目标身上叠加的致命毒药效果并立即造成毒药伤害。每个连击点数消耗一层效果。攻击后，你每层消耗的效果会使你在1秒内涂抹毒药的几率额外提高$s3%：\n  1层：${$m2*1+$AP*0.03}点伤害\n  2层：${$m2*2+$AP*0.06}点伤害\n  3层：${$m2*3+$AP*0.09}点伤害\n  4层：${$m2*4+$AP*0.12}点伤害\n  5层：${$m2*5+$AP*0.15}点伤害
